Name,Sex,Number of Beds,Purpose,Date,Time
Cygnet Hospital Harrogate,Male,3,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Harrogate,Female,3,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Blackheath,Male,3,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-12-25,10:17:12
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Beckton,Female,2,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Godden Green,Female,2,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-12-25,10:17:12
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-25,10:17:12
Cygnet Appletree,Female,1,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-12-25,10:17:12
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-12-26,10:17:13
Cygnet Delfryn House,Male,4,Rehab,2024-12-26,10:17:13
Cygnet Delfryn Lodge,Female,4,Rehab,2024-12-26,10:17:13
1 Vincent Court,Male,4,Rehab,2024-12-26,10:17:13
Cygnet St Augustine’s,Male,4,Rehab,2024-12-26,10:17:13
Cygnet Hospital Derby,Male,3,Rehab,2024-12-26,10:17:13
Cygnet Lodge Salford,Female,2,Rehab,2024-12-26,10:17:13
15 The Sycamores,Male,2,Rehab,2024-12-26,10:17:13
20A and 20B Turls Hill Road,Male,2,Rehab,2024-12-26,10:17:13
12 Woodcross Street,Male,2,Rehab,2024-12-26,10:17:13
Cygnet Storthfield House,Male,2,Rehab,2024-12-26,10:17:13
Cygnet Raglan House,Female,2,Rehab,2024-12-26,10:17:13
Ty Alarch,Female,2,Rehab,2024-12-26,10:17:13
Cygnet Hospital Maidstone,Male,1,Rehab,2024-12-26,10:17:13
Cygnet Lodge Kenton,Female,1,Rehab,2024-12-26,10:17:13
Gledholt Mews and Coach House,Male,1,Rehab,2024-12-26,10:17:13
Cygnet Lodge Woking,Male,1,Rehab,2024-12-26,10:17:13
Cygnet Adarna House,Male,1,Rehab,2024-12-26,10:17:13
Cygnet Lodge Brighouse,Male,1,Rehab,2024-12-26,10:17:13
Cygnet Hospital Kewstoke,Female,4,PDU,2024-12-26,10:17:13
Cygnet Hospital Beckton,Female,3,PDU,2024-12-26,10:17:13
Cygnet Nield House,Female,2,PDU,2024-12-26,10:17:13
Cygnet Hospital Beckton,Female,1,PDU,2024-12-26,10:17:13
Cygnet Hospital Bury,Male,1,PDU,2024-12-26,10:17:13
Cygnet Hospital Maidstone,Female,1,PDU,2024-12-26,10:17:13
Gledholt Mews and Coach House,Male,1,PDU,2024-12-26,10:17:13
Cygnet Acer Clinic,Female,1,PDU,2024-12-26,10:17:13
Cygnet Hospital Maidstone,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Bierley,Female,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Bierley,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Victoria House,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Appletree,Female,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Churchill,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Woking,Female,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Taunton,Female,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-26,10:17:13
Cygnet Churchill,Male,3,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Harrogate,Male,3,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Harrogate,Female,3,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Blackheath,Male,3,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-12-26,10:17:13
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Beckton,Female,2,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Godden Green,Female,2,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-12-26,10:17:13
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-26,10:17:13
Cygnet Appletree,Female,1,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-12-26,10:17:13
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-12-27,10:17:04
Cygnet Delfryn House,Male,4,Rehab,2024-12-27,10:17:04
Cygnet Delfryn Lodge,Female,4,Rehab,2024-12-27,10:17:04
1 Vincent Court,Male,4,Rehab,2024-12-27,10:17:04
Cygnet St Augustine’s,Male,4,Rehab,2024-12-27,10:17:04
Cygnet Hospital Derby,Male,3,Rehab,2024-12-27,10:17:04
Cygnet Lodge Salford,Female,2,Rehab,2024-12-27,10:17:04
15 The Sycamores,Male,2,Rehab,2024-12-27,10:17:04
20A and 20B Turls Hill Road,Male,2,Rehab,2024-12-27,10:17:04
12 Woodcross Street,Male,2,Rehab,2024-12-27,10:17:04
Cygnet Storthfield House,Male,2,Rehab,2024-12-27,10:17:04
Cygnet Raglan House,Female,2,Rehab,2024-12-27,10:17:04
Ty Alarch,Female,2,Rehab,2024-12-27,10:17:04
Cygnet Hospital Maidstone,Male,1,Rehab,2024-12-27,10:17:04
Cygnet Lodge Kenton,Female,1,Rehab,2024-12-27,10:17:04
Gledholt Mews and Coach House,Male,1,Rehab,2024-12-27,10:17:04
Cygnet Lodge Woking,Male,1,Rehab,2024-12-27,10:17:04
Cygnet Adarna House,Male,1,Rehab,2024-12-27,10:17:04
Cygnet Lodge Brighouse,Male,1,Rehab,2024-12-27,10:17:04
Cygnet Hospital Kewstoke,Female,4,PDU,2024-12-27,10:17:04
Cygnet Hospital Beckton,Female,3,PDU,2024-12-27,10:17:04
Cygnet Nield House,Female,2,PDU,2024-12-27,10:17:04
Cygnet Hospital Beckton,Female,1,PDU,2024-12-27,10:17:04
Cygnet Hospital Bury,Male,1,PDU,2024-12-27,10:17:04
Cygnet Hospital Maidstone,Female,1,PDU,2024-12-27,10:17:04
Gledholt Mews and Coach House,Male,1,PDU,2024-12-27,10:17:04
Cygnet Acer Clinic,Female,1,PDU,2024-12-27,10:17:04
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Bierley,Female,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Victoria House,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Bierley,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Appletree,Female,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Maidstone,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Churchill,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Taunton,Female,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Woking,Female,4,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Harrogate,Male,3,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Harrogate,Female,3,Acute/PICU,2024-12-27,10:17:04
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Beckton,Female,2,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Godden Green,Female,2,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Godden Green,Female,2,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-12-27,10:17:04
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-27,10:17:04
Cygnet Appletree,Female,1,Acute/PICU,2024-12-27,10:17:04
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-12-28,10:15:55
Cygnet Delfryn House,Male,4,Rehab,2024-12-28,10:15:55
Cygnet Delfryn Lodge,Female,4,Rehab,2024-12-28,10:15:55
1 Vincent Court,Male,4,Rehab,2024-12-28,10:15:55
Cygnet St Augustine’s,Male,4,Rehab,2024-12-28,10:15:55
Cygnet Hospital Derby,Male,3,Rehab,2024-12-28,10:15:55
Cygnet Lodge Salford,Female,2,Rehab,2024-12-28,10:15:55
15 The Sycamores,Male,2,Rehab,2024-12-28,10:15:55
20A and 20B Turls Hill Road,Male,2,Rehab,2024-12-28,10:15:55
12 Woodcross Street,Male,2,Rehab,2024-12-28,10:15:55
Cygnet Storthfield House,Male,2,Rehab,2024-12-28,10:15:55
Cygnet Raglan House,Female,2,Rehab,2024-12-28,10:15:55
Ty Alarch,Female,2,Rehab,2024-12-28,10:15:55
Cygnet Hospital Maidstone,Male,1,Rehab,2024-12-28,10:15:55
Cygnet Lodge Kenton,Female,1,Rehab,2024-12-28,10:15:55
Gledholt Mews and Coach House,Male,1,Rehab,2024-12-28,10:15:55
Cygnet Lodge Woking,Male,1,Rehab,2024-12-28,10:15:55
Cygnet Adarna House,Male,1,Rehab,2024-12-28,10:15:55
Cygnet Lodge Brighouse,Male,1,Rehab,2024-12-28,10:15:55
Cygnet Hospital Kewstoke,Female,4,PDU,2024-12-28,10:15:55
Cygnet Hospital Beckton,Female,3,PDU,2024-12-28,10:15:55
Cygnet Nield House,Female,2,PDU,2024-12-28,10:15:55
Cygnet Hospital Beckton,Female,1,PDU,2024-12-28,10:15:55
Cygnet Hospital Bury,Male,1,PDU,2024-12-28,10:15:55
Cygnet Hospital Maidstone,Female,1,PDU,2024-12-28,10:15:55
Gledholt Mews and Coach House,Male,1,PDU,2024-12-28,10:15:55
Cygnet Acer Clinic,Female,1,PDU,2024-12-28,10:15:55
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Bierley,Female,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Godden Green,Female,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Victoria House,Male,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Appletree,Female,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Taunton,Female,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Woking,Female,4,Acute/PICU,2024-12-28,10:15:55
Cygnet Churchill,Male,3,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Oldbury,Female,3,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Bierley,Male,3,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Harrogate,Female,3,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Harrogate,Male,3,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Godden Green,Female,3,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Sherwood,Male,3,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Maidstone,Male,3,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-12-28,10:15:55
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-12-28,10:15:55
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-12-29,10:15:59
Cygnet Delfryn House,Male,4,Rehab,2024-12-29,10:15:59
Cygnet Delfryn Lodge,Female,4,Rehab,2024-12-29,10:15:59
1 Vincent Court,Male,4,Rehab,2024-12-29,10:15:59
Cygnet St Augustine’s,Male,4,Rehab,2024-12-29,10:15:59
Cygnet Hospital Derby,Male,3,Rehab,2024-12-29,10:15:59
Cygnet Lodge Salford,Female,2,Rehab,2024-12-29,10:15:59
15 The Sycamores,Male,2,Rehab,2024-12-29,10:15:59
20A and 20B Turls Hill Road,Male,2,Rehab,2024-12-29,10:15:59
12 Woodcross Street,Male,2,Rehab,2024-12-29,10:15:59
Cygnet Storthfield House,Male,2,Rehab,2024-12-29,10:15:59
Cygnet Raglan House,Female,2,Rehab,2024-12-29,10:15:59
Ty Alarch,Female,2,Rehab,2024-12-29,10:15:59
Cygnet Hospital Maidstone,Male,1,Rehab,2024-12-29,10:15:59
Cygnet Lodge Kenton,Female,1,Rehab,2024-12-29,10:15:59
Gledholt Mews and Coach House,Male,1,Rehab,2024-12-29,10:15:59
Cygnet Lodge Woking,Male,1,Rehab,2024-12-29,10:15:59
Cygnet Adarna House,Male,1,Rehab,2024-12-29,10:15:59
Cygnet Lodge Brighouse,Male,1,Rehab,2024-12-29,10:15:59
Cygnet Hospital Kewstoke,Female,4,PDU,2024-12-29,10:15:59
Cygnet Hospital Beckton,Female,3,PDU,2024-12-29,10:15:59
Cygnet Nield House,Female,2,PDU,2024-12-29,10:15:59
Cygnet Hospital Beckton,Female,1,PDU,2024-12-29,10:15:59
Cygnet Hospital Bury,Male,1,PDU,2024-12-29,10:15:59
Cygnet Hospital Maidstone,Female,1,PDU,2024-12-29,10:15:59
Gledholt Mews and Coach House,Male,1,PDU,2024-12-29,10:15:59
Cygnet Acer Clinic,Female,1,PDU,2024-12-29,10:15:59
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Bierley,Female,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Godden Green,Female,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Victoria House,Male,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Appletree,Female,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Churchill,Male,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Taunton,Female,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Woking,Female,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Bierley,Male,3,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Godden Green,Female,3,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Maidstone,Male,3,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Harrogate,Male,3,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Harrogate,Female,3,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Oldbury,Female,2,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Bury,Male,2,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-12-29,10:15:59
Cygnet Joyce Parker Hospital,Male,1,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-29,10:15:59
Cygnet Joyce Parker Hospital,Male,1,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Wyke,Male,1,Acute/PICU,2024-12-29,10:15:59
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Colchester,Male,1,Acute/PICU,2024-12-29,10:15:59
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-12-30,10:18:13
Cygnet Delfryn House,Male,4,Rehab,2024-12-30,10:18:13
Cygnet Delfryn Lodge,Female,4,Rehab,2024-12-30,10:18:13
1 Vincent Court,Male,4,Rehab,2024-12-30,10:18:13
Cygnet St Augustine’s,Male,4,Rehab,2024-12-30,10:18:13
Cygnet Hospital Derby,Male,3,Rehab,2024-12-30,10:18:13
Cygnet Lodge Salford,Female,2,Rehab,2024-12-30,10:18:13
15 The Sycamores,Male,2,Rehab,2024-12-30,10:18:13
20A and 20B Turls Hill Road,Male,2,Rehab,2024-12-30,10:18:13
12 Woodcross Street,Male,2,Rehab,2024-12-30,10:18:13
Cygnet Storthfield House,Male,2,Rehab,2024-12-30,10:18:13
Cygnet Raglan House,Female,2,Rehab,2024-12-30,10:18:13
Ty Alarch,Female,2,Rehab,2024-12-30,10:18:13
Cygnet Hospital Maidstone,Male,1,Rehab,2024-12-30,10:18:13
Cygnet Lodge Kenton,Female,1,Rehab,2024-12-30,10:18:13
Gledholt Mews and Coach House,Male,1,Rehab,2024-12-30,10:18:13
Cygnet Lodge Woking,Male,1,Rehab,2024-12-30,10:18:13
Cygnet Adarna House,Male,1,Rehab,2024-12-30,10:18:13
Cygnet Lodge Brighouse,Male,1,Rehab,2024-12-30,10:18:13
Cygnet Hospital Kewstoke,Female,4,PDU,2024-12-30,10:18:13
Cygnet Hospital Beckton,Female,3,PDU,2024-12-30,10:18:13
Cygnet Nield House,Female,2,PDU,2024-12-30,10:18:13
Cygnet Hospital Beckton,Female,1,PDU,2024-12-30,10:18:13
Cygnet Hospital Bury,Male,1,PDU,2024-12-30,10:18:13
Cygnet Hospital Maidstone,Female,1,PDU,2024-12-30,10:18:13
Gledholt Mews and Coach House,Male,1,PDU,2024-12-30,10:18:13
Cygnet Acer Clinic,Female,1,PDU,2024-12-30,10:18:13
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Kewstoke,Male,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Bierley,Male,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Bierley,Female,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Godden Green,Female,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Hexham,Female,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Victoria House,Male,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Appletree,Female,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Woking,Female,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Taunton,Female,4,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Harrogate,Male,3,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Maidstone,Male,3,Acute/PICU,2024-12-30,10:18:13
Cygnet Churchill,Male,3,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Oldbury,Female,2,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Harrogate,Female,2,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Bury,Male,2,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-12-30,10:18:13
Cygnet Joyce Parker Hospital,Male,1,Acute/PICU,2024-12-30,10:18:13
Cygnet Joyce Parker Hospital,Male,1,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Beckton,Female,1,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-12-30,10:18:13
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Colchester,Male,1,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-12-30,10:18:13
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-12-31,10:17:25
Cygnet Delfryn House,Male,4,Rehab,2024-12-31,10:17:25
Cygnet Delfryn Lodge,Female,4,Rehab,2024-12-31,10:17:25
1 Vincent Court,Male,4,Rehab,2024-12-31,10:17:25
