Name,Sex,Number of Beds,Purpose,Date,Time
Cygnet St Augustine’s,Male,3,Rehab,2024-11-09,10:15:42
Ty Alarch,Female,2,Rehab,2024-11-09,10:15:42
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-09,10:15:42
15 The Sycamores,Male,2,Rehab,2024-11-09,10:15:42
12 Woodcross Street,Male,2,Rehab,2024-11-09,10:15:42
Cygnet Raglan House,Female,2,Rehab,2024-11-09,10:15:42
Cygnet Lodge Woking,Male,2,Rehab,2024-11-09,10:15:42
Cygnet Churchill,Male,1,Rehab,2024-11-09,10:15:42
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-09,10:15:42
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-09,10:15:42
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-09,10:15:42
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-09,10:15:42
Cygnet Hospital Beckton,Female,4,PDU,2024-11-09,10:15:42
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-09,10:15:42
Cygnet Hospital Bury,Male,2,PDU,2024-11-09,10:15:42
Cygnet Nield House,Female,2,PDU,2024-11-09,10:15:42
Cygnet Hospital Beckton,Female,1,PDU,2024-11-09,10:15:42
Cygnet Aspen Clinic,Female,1,PDU,2024-11-09,10:15:42
Cygnet Hospital Clifton,Male,1,PDU,2024-11-09,10:15:42
Cygnet Hospital Bury,Male,1,PDU,2024-11-09,10:15:42
Gledholt Mews and Coach House,Male,1,PDU,2024-11-09,10:15:42
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Woking,Female,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Victoria House,Male,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Colchester,Male,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Harrow,Male,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Victoria House,Male,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Maidstone,Male,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Stevenage,Female,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Blackheath,Male,4,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Sherwood,Male,3,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Stevenage,Female,3,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Kewstoke,Female,3,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Oldbury,Female,3,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Godden Green,Female,3,Acute/PICU,2024-11-09,10:15:42
Cygnet Joyce Parker Hospital,Male,3,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Taunton,Female,2,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Bierley,Male,2,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-11-09,10:15:42
Cygnet Appletree,Female,2,Acute/PICU,2024-11-09,10:15:42
Cygnet Appletree,Female,2,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Harrogate,Female,1,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-11-09,10:15:42
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-11-09,10:15:42
1 Vincent Court,Male,4,Rehab,2024-11-10,10:15:46
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-10,10:15:46
Cygnet Delfryn House,Male,4,Rehab,2024-11-10,10:15:46
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-10,10:15:46
Cygnet Fountains,Male,4,Rehab,2024-11-10,10:15:46
Cygnet Oaks,Male,4,Rehab,2024-11-10,10:15:46
Cygnet Lodge Salford,Female,4,Rehab,2024-11-10,10:15:46
Cygnet Storthfield House,Male,4,Rehab,2024-11-10,10:15:46
Cygnet Aspen House,Female,3,Rehab,2024-11-10,10:15:46
Cygnet Sherwood House,Male,3,Rehab,2024-11-10,10:15:46
Cygnet St Augustine’s,Male,3,Rehab,2024-11-10,10:15:46
Ty Alarch,Female,2,Rehab,2024-11-10,10:15:46
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-10,10:15:46
15 The Sycamores,Male,2,Rehab,2024-11-10,10:15:46
12 Woodcross Street,Male,2,Rehab,2024-11-10,10:15:46
Cygnet Raglan House,Female,2,Rehab,2024-11-10,10:15:46
Cygnet Lodge Woking,Male,2,Rehab,2024-11-10,10:15:46
Cygnet Churchill,Male,1,Rehab,2024-11-10,10:15:46
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-10,10:15:46
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-10,10:15:46
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-10,10:15:46
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-10,10:15:46
Cygnet Hospital Beckton,Female,4,PDU,2024-11-10,10:15:46
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-10,10:15:46
Cygnet Hospital Bury,Male,2,PDU,2024-11-10,10:15:46
Cygnet Nield House,Female,2,PDU,2024-11-10,10:15:46
Cygnet Hospital Beckton,Female,1,PDU,2024-11-10,10:15:46
Cygnet Aspen Clinic,Female,1,PDU,2024-11-10,10:15:46
Cygnet Hospital Clifton,Male,1,PDU,2024-11-10,10:15:46
Cygnet Hospital Bury,Male,1,PDU,2024-11-10,10:15:46
Gledholt Mews and Coach House,Male,1,PDU,2024-11-10,10:15:46
Cygnet Hospital Maidstone,Male,4,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-10,10:15:46
Cygnet Victoria House,Male,4,Acute/PICU,2024-11-10,10:15:46
Cygnet Victoria House,Male,4,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Stevenage,Female,3,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Oldbury,Female,3,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Blackheath,Male,3,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Sherwood,Male,3,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Colchester,Male,3,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Bierley,Male,2,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-11-10,10:15:46
Cygnet Appletree,Female,2,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Kewstoke,Female,2,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Harrow,Male,2,Acute/PICU,2024-11-10,10:15:46
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Stevenage,Female,2,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-11-10,10:15:46
Cygnet Appletree,Female,1,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Woking,Female,1,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Taunton,Female,1,Acute/PICU,2024-11-10,10:15:46
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-11-10,10:15:46
1 Vincent Court,Male,4,Rehab,2024-11-11,10:18:20
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-11,10:18:20
Cygnet Delfryn House,Male,4,Rehab,2024-11-11,10:18:20
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-11,10:18:20
Cygnet Fountains,Male,4,Rehab,2024-11-11,10:18:20
Cygnet Oaks,Male,4,Rehab,2024-11-11,10:18:20
Cygnet Lodge Salford,Female,4,Rehab,2024-11-11,10:18:20
Cygnet Storthfield House,Male,4,Rehab,2024-11-11,10:18:20
Cygnet Aspen House,Female,3,Rehab,2024-11-11,10:18:20
Cygnet Sherwood House,Male,3,Rehab,2024-11-11,10:18:20
Cygnet St Augustine’s,Male,3,Rehab,2024-11-11,10:18:20
Ty Alarch,Female,2,Rehab,2024-11-11,10:18:20
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-11,10:18:20
15 The Sycamores,Male,2,Rehab,2024-11-11,10:18:20
12 Woodcross Street,Male,2,Rehab,2024-11-11,10:18:20
Cygnet Raglan House,Female,2,Rehab,2024-11-11,10:18:20
Cygnet Lodge Woking,Male,2,Rehab,2024-11-11,10:18:20
Cygnet Churchill,Male,1,Rehab,2024-11-11,10:18:20
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-11,10:18:20
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-11,10:18:20
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-11,10:18:20
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-11,10:18:20
Cygnet Hospital Beckton,Female,4,PDU,2024-11-11,10:18:20
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-11,10:18:20
Cygnet Hospital Bury,Male,2,PDU,2024-11-11,10:18:20
Cygnet Nield House,Female,2,PDU,2024-11-11,10:18:20
Cygnet Hospital Beckton,Female,1,PDU,2024-11-11,10:18:20
Cygnet Aspen Clinic,Female,1,PDU,2024-11-11,10:18:20
Cygnet Hospital Clifton,Male,1,PDU,2024-11-11,10:18:20
Cygnet Hospital Bury,Male,1,PDU,2024-11-11,10:18:20
Gledholt Mews and Coach House,Male,1,PDU,2024-11-11,10:18:20
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-11,10:18:20
Cygnet Victoria House,Male,4,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-11,10:18:20
Cygnet Victoria House,Male,4,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Maidstone,Male,4,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Oldbury,Female,3,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Stevenage,Female,3,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Blackheath,Male,3,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Bierley,Male,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Appletree,Female,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Stevenage,Female,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Kewstoke,Female,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Harrow,Male,2,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Woking,Female,1,Acute/PICU,2024-11-11,10:18:20
Cygnet Appletree,Female,1,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-11-11,10:18:20
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-11-11,10:18:20
1 Vincent Court,Male,4,Rehab,2024-11-12,10:17:48
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-12,10:17:48
Cygnet Delfryn House,Male,4,Rehab,2024-11-12,10:17:48
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-12,10:17:48
Cygnet Fountains,Male,4,Rehab,2024-11-12,10:17:48
Cygnet Oaks,Male,4,Rehab,2024-11-12,10:17:48
Cygnet Lodge Salford,Female,4,Rehab,2024-11-12,10:17:48
Cygnet Storthfield House,Male,4,Rehab,2024-11-12,10:17:48
Cygnet Aspen House,Female,3,Rehab,2024-11-12,10:17:48
Cygnet Sherwood House,Male,3,Rehab,2024-11-12,10:17:48
Cygnet St Augustine’s,Male,3,Rehab,2024-11-12,10:17:48
Ty Alarch,Female,2,Rehab,2024-11-12,10:17:48
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-12,10:17:48
15 The Sycamores,Male,2,Rehab,2024-11-12,10:17:48
12 Woodcross Street,Male,2,Rehab,2024-11-12,10:17:48
Cygnet Raglan House,Female,2,Rehab,2024-11-12,10:17:48
Cygnet Lodge Woking,Male,2,Rehab,2024-11-12,10:17:48
Cygnet Churchill,Male,1,Rehab,2024-11-12,10:17:48
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-12,10:17:48
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-12,10:17:48
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-12,10:17:48
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-12,10:17:48
Cygnet Hospital Beckton,Female,4,PDU,2024-11-12,10:17:48
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-12,10:17:48
Cygnet Hospital Bury,Male,2,PDU,2024-11-12,10:17:48
Cygnet Nield House,Female,2,PDU,2024-11-12,10:17:48
Cygnet Hospital Beckton,Female,1,PDU,2024-11-12,10:17:48
Cygnet Aspen Clinic,Female,1,PDU,2024-11-12,10:17:48
Cygnet Hospital Clifton,Male,1,PDU,2024-11-12,10:17:48
Cygnet Hospital Bury,Male,1,PDU,2024-11-12,10:17:48
Gledholt Mews and Coach House,Male,1,PDU,2024-11-12,10:17:48
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-12,10:17:48
Cygnet Victoria House,Male,4,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Maidstone,Male,3,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Oldbury,Female,3,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Blackheath,Male,3,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Stevenage,Female,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Appletree,Female,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Bierley,Male,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Victoria House,Male,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Kewstoke,Female,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Harrow,Male,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Stevenage,Female,2,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-11-12,10:17:48
Cygnet Appletree,Female,1,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Taunton,Female,1,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Bury,Male,1,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-11-12,10:17:48
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-11-12,10:17:48
1 Vincent Court,Male,4,Rehab,2024-11-13,10:17:53
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-13,10:17:53
Cygnet Delfryn House,Male,4,Rehab,2024-11-13,10:17:53
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-13,10:17:53
Cygnet Fountains,Male,4,Rehab,2024-11-13,10:17:53
Cygnet Oaks,Male,4,Rehab,2024-11-13,10:17:53
Cygnet Lodge Salford,Female,4,Rehab,2024-11-13,10:17:53
Cygnet Storthfield House,Male,4,Rehab,2024-11-13,10:17:53
Cygnet Aspen House,Female,3,Rehab,2024-11-13,10:17:53
Cygnet Sherwood House,Male,3,Rehab,2024-11-13,10:17:53
Cygnet St Augustine’s,Male,3,Rehab,2024-11-13,10:17:53
Ty Alarch,Female,2,Rehab,2024-11-13,10:17:53
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-13,10:17:53
15 The Sycamores,Male,2,Rehab,2024-11-13,10:17:53
12 Woodcross Street,Male,2,Rehab,2024-11-13,10:17:53
Cygnet Raglan House,Female,2,Rehab,2024-11-13,10:17:53
Cygnet Lodge Woking,Male,2,Rehab,2024-11-13,10:17:53
Cygnet Churchill,Male,1,Rehab,2024-11-13,10:17:53
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-13,10:17:53
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-13,10:17:53
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-13,10:17:53
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-13,10:17:53
Cygnet Hospital Beckton,Female,4,PDU,2024-11-13,10:17:53
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-13,10:17:53
Cygnet Hospital Bury,Male,2,PDU,2024-11-13,10:17:53
Cygnet Nield House,Female,2,PDU,2024-11-13,10:17:53
Cygnet Hospital Beckton,Female,1,PDU,2024-11-13,10:17:53
Cygnet Aspen Clinic,Female,1,PDU,2024-11-13,10:17:53
Cygnet Hospital Clifton,Male,1,PDU,2024-11-13,10:17:53
Cygnet Hospital Bury,Male,1,PDU,2024-11-13,10:17:53
Gledholt Mews and Coach House,Male,1,PDU,2024-11-13,10:17:53
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-11-13,10:17:53
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-13,10:17:53
Cygnet Victoria House,Male,4,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Wolverhampton,Male,3,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Oldbury,Female,3,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Colchester,Male,3,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Maidstone,Male,3,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Stevenage,Female,3,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Harrow,Male,3,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Woking,Female,2,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-11-13,10:17:53
Cygnet Victoria House,Male,2,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Bierley,Male,2,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Bierley,Female,2,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Beckton,Female,2,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Blackheath,Male,2,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Kewstoke,Female,2,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Oldbury,Female,2,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-11-13,10:17:53
Cygnet Appletree,Female,1,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Stevenage,Female,1,Acute/PICU,2024-11-13,10:17:53
Cygnet Hospital Taunton,Female,1,Acute/PICU,2024-11-13,10:17:53
1 Vincent Court,Male,4,Rehab,2024-11-14,10:18:20
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-14,10:18:20
Cygnet Delfryn House,Male,4,Rehab,2024-11-14,10:18:20
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-14,10:18:20
Cygnet Fountains,Male,4,Rehab,2024-11-14,10:18:20
Cygnet Oaks,Male,4,Rehab,2024-11-14,10:18:20
Cygnet Lodge Salford,Female,4,Rehab,2024-11-14,10:18:20
Cygnet Storthfield House,Male,4,Rehab,2024-11-14,10:18:20
Cygnet Aspen House,Female,3,Rehab,2024-11-14,10:18:20
Cygnet Sherwood House,Male,3,Rehab,2024-11-14,10:18:20
Cygnet St Augustine’s,Male,3,Rehab,2024-11-14,10:18:20
Ty Alarch,Female,2,Rehab,2024-11-14,10:18:20
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-14,10:18:20
15 The Sycamores,Male,2,Rehab,2024-11-14,10:18:20
12 Woodcross Street,Male,2,Rehab,2024-11-14,10:18:20
Cygnet Raglan House,Female,2,Rehab,2024-11-14,10:18:20
Cygnet Lodge Woking,Male,2,Rehab,2024-11-14,10:18:20
Cygnet Churchill,Male,1,Rehab,2024-11-14,10:18:20
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-14,10:18:20
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-14,10:18:20
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-14,10:18:20
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-14,10:18:20
Cygnet Hospital Beckton,Female,4,PDU,2024-11-14,10:18:20
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-14,10:18:20
Cygnet Hospital Bury,Male,2,PDU,2024-11-14,10:18:20
Cygnet Nield House,Female,2,PDU,2024-11-14,10:18:20
Cygnet Hospital Beckton,Female,1,PDU,2024-11-14,10:18:20
Cygnet Aspen Clinic,Female,1,PDU,2024-11-14,10:18:20
Cygnet Hospital Clifton,Male,1,PDU,2024-11-14,10:18:20
Cygnet Hospital Bury,Male,1,PDU,2024-11-14,10:18:20
Gledholt Mews and Coach House,Male,1,PDU,2024-11-14,10:18:20
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-14,10:18:20
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Maidstone,Male,3,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Oldbury,Female,3,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Stevenage,Female,3,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Stevenage,Male,3,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Wolverhampton,Male,3,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Harrow,Male,3,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Bierley,Female,2,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-11-14,10:18:20
Cygnet Appletree,Female,2,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-11-14,10:18:20
Cygnet Victoria House,Male,2,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Blackheath,Male,2,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Woking,Female,1,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Bierley,Male,1,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-11-14,10:18:20
Cygnet Joyce Parker Hospital,Male,1,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Taunton,Female,1,Acute/PICU,2024-11-14,10:18:20
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-11-14,10:18:20
Cygnet Victoria House,Male,1,Acute/PICU,2024-11-14,10:18:20
1 Vincent Court,Male,4,Rehab,2024-11-15,10:19:02
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-15,10:19:02
Cygnet Delfryn House,Male,4,Rehab,2024-11-15,10:19:02
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-15,10:19:02
Cygnet Fountains,Male,4,Rehab,2024-11-15,10:19:02
